Time,SNN_Lat,ANN_Lat,R,G,B,SNN_Act,ANN_Act
45.76,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
45.815,12.0,1652.0,0.0,0.0,0.0,0.0,2.0
45.87,12.0,1648.0,0.0,0.0,0.0,0.0,2.0
45.925,8.0,1652.0,0.0,0.0,0.0,0.0,2.0
45.98,12.0,1652.0,0.0,0.0,0.0,0.0,2.0
46.035000000000004,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
46.09,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
46.145,8.0,1660.0,0.0,0.0,0.0,0.0,2.0
46.2,8.0,1660.0,0.0,0.0,0.0,0.0,2.0
46.255,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
46.31,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
46.365,12.0,1652.0,0.0,0.0,0.0,0.0,2.0
46.42,12.0,1652.0,0.0,0.0,0.0,0.0,2.0
46.475,8.0,1652.0,0.0,0.0,0.0,0.0,2.0
46.53,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
46.585,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
46.64,8.0,1660.0,0.0,0.0,0.0,0.0,2.0
46.695,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
46.75,8.0,1660.0,0.0,0.0,0.0,0.0,2.0
46.805,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
46.86,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
46.915,8.0,1656.0,0.0,0.0,0.0,0.0,2.0
46.97,8.0,1652.0,0.0,0.0,0.0,0.0,2.0
47.025,12.0,1652.0,0.0,0.0,0.0,0.0,2.0
47.08,12.0,1648.0,0.0,0.0,0.0,0.0,2.0
47.135,12.0,1652.0,0.0,0.0,0.0,0.0,2.0
47.19,12.0,1652.0,0.0,0.0,0.0,0.0,2.0
47.245,8.0,1652.0,0.0,0.0,0.0,0.0,2.0
47.3,8.0,1656.0,0.0,0.0,0.0,0.0,2.0
47.355,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
47.410000000000004,8.0,1660.0,0.0,0.0,0.0,0.0,2.0
47.465,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
47.52,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
47.575,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
47.63,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
47.685,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
47.74,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
47.795,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
47.85,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
47.905,8.0,1656.0,0.0,0.0,0.0,0.0,2.0
47.96,8.0,1660.0,0.0,0.0,0.0,0.0,2.0
48.015,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
48.07,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
48.125,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
48.18,8.0,1660.0,0.0,0.0,0.0,0.0,2.0
48.235,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
48.29,12.0,1656.0,0.0,0.0,0.0,0.0,2.0
48.345,8.0,1660.0,0.0,0.0,0.0,0.0,2.0
48.4,16.0,1652.0,0.0,0.0,0.0,0.0,2.0
48.455,12.0,1648.0,0.0,0.0,0.0,0.0,2.0
48.51,12.0,1652.0,0.0,0.0,0.0,0.0,2.0
48.565,8.0,1652.0,0.0,0.0,0.0,0.0,2.0
